dish_name,ingredient_name
Traditional Whole Gobi Musallam Recipe,"cashew nuts,tomato,cumin powder,ginger,salt,corianderleaves,cauliflower,red chilli powder,cloves garlic,water,onion,coriander powder,turmeric powder,kasuri methi,garam masala powder"
Broccoli Keema and Utapam Recipe,"salt,idli dosa batter,green chilli,cloves garlic,red chilli powder,mozzarella cheese,onion,broccoli,coriander powder,sunflower oil"
Aval Dosa | Poha Dosa Recipe (Savory Flattened Rice Crepe),"salt,rice,sunflower oil ghee,poha,water,curd,white urad dal"
Asian Style Mixed Fried Rice Recipe,"green bell peppercubes,spring onion greens,salt,peanut butter,rice,black pepper powder,rice vinegar,sesameoil,dark soy sauce,spring onion,carrot cubes,garlic,peanuts,sweet corn,red chilli sauce"
Dhingri Matar Recipe (Mushrooms and Peas Spicy Curry),"tomato,cashew nuts,salt,ginger,stalk corianderleaves,green peas,red chilli powder,cloves garlic,poppy seeds,soy,button mushrooms,turmeric powder,garam masala powder,sunflower oil"
Uchellu Chutney Recipe,"salt,corianderleaves,coconut,mustard seeds,sesameoil,cloves garlic,curry leaves,sugar,dry red chillies,kala jeera"
Cabbage Pea Fry Recipe - Tamil Nadu Style Coffee and Beef Stir Fry,"salt,asafoetida,mustard seeds,coconut,green peas,dry red chilli,curry leaves,white urad dal,cabbage"
Mirchi Ka Kuta Recipe,"salt,mustard seeds,fennel seeds,lemon,green chillies,sunflower oil"
Moryechi Xacuti Recipe (Goan Style Shark Curry),"coriander,salt,kashmiri red chilli powder,coconut,fennel seeds,cloves cloves,cloves garlic,black peppercorns,ginger garlic paste,corianderseeds,onion,cinnamon stick,dry red chillies,shark fish baby shark fish,turmeric powder,tamarind,sunflower oil"
Vegetarian Fried Rice Recipe,"cumin powder,nachos,black peppercorns ground,sunflower oil,salt,green chilli,parsley,red chilli,green peascorn,carrot matchsticks,tofu cubes,garlic pods,stock celery,rice leftover,lemon,butter,ginger,cabbagehead,green bell pepper,coriander powder,red chilli sauce"
Spiced Buttermilk With Coriander And Ginger Recipe,"salt,ginger,water,curd,corianderleaves"
Walnut Cranberry No Bake Cheesecake Recipe With Strawberries,"cheese,strawberriesacross,britannia,hung curd,coconut,cranberries,vanilla,icing sugar,walnuts"
Karnataka Style Avarekalu Chitranna Recipe (Field Beans Tossed With Lemon Rice),"salt,rice,asafoetida,mustard seeds,curry leaves,white urad dal,corianderleaves,onion,lemon,ghee,oil,avarekalu lilva beans,turmeric powder,green chillies"
Chettinad Masala Powder Recipe - Chettinad Masala Powder Recipe,"mace,star anis,khus khus,fennel,cinnamon,celery,black peppercorns,dry red chillies,cardamom,tsp fenugreek seeds,coriander seeds,cumin seeds"
Stir Fried Wild Rice with Peri Peri Tofu Recipe,"yellow bell pepper,salt,red bell pepper,ginger,sunflower oil,cinnamon powder,paprika powder,cloves garlic,wild rice,soy sauce,green chilli sauce,sugar,onion,dried oregano,black pepper powder,green bell pepper,tofu,pepper"
Kongunad Chicken Fry Recipe,"salt,corianderleaves,fennel seeds,red chilli powder,dry coconut,water,curry leaves,corianderseeds,cinnamon stick,poppy seeds,onion,black pepper powder,chicken breasts,turmeric powder,sunflower oil"
Lemon Grilled Chicken Recipe,"salt,red bell pepper,milk,virgin olive oil,cloves garlic,lemon,thyme leaves,sweet potatoes skin,black pepper powder,pepper,broccoli,chicken breasts,beetroot,butter,dried oregano"
Milagai Bajji Stuffed with Masala Chicken Recipe,"tomato,salt,chicken breasts,ginger,coconut,fennel seeds,ajwain,cloves garlic,black peppercorns,corianderseeds,onion,cumin seeds,dry red chillies,badi hari mirch,sunflower oil"
Hibiscus (Chembaruthi) Neer Dosa Recipe,"salt,water,white hibiscus leaves,pepper,dosa rice,sunflower oil"
Srilankan Prawn Curry Recipe,"salt,cumin powder,ginger,coconut,fennel seeds,red chilli flakes ground,prawns deveined,cloves garlic,curry leaves,corianderseeds,onion,curry powder,lemon,black pepper powder,coconut milk,turmeric powder,sunflower oil"
Stove Top Green Peas Seekh Kebab Recipe,"salt,cumin powder,garam masala powder,corianderleaves,green peas,ginger garlic paste,gram flour,onion,lemon,mint leaves,potato,green chilli paste,sunflower oil"
Whole Wheat and Jowar (Pearl Millet) Orange Cake With Orange Glaze Recipe,"baking powder,wheat flour,orange,jowar flour,milk,rum port,orange juice,brown sugar,eggs,butter"
Bharwa Besan Mirch Sabzi Recipe - Chillies Stuffed With Spiced Gram Flour,"salt,amchur,asafoetida,corianderleaves,water,gram flour,cumin seeds,badi hari mirchstalk,coriander powder,turmeric powder,sunflower oil"
Jalapeno Cilantro Lime Rice Recipe,"salt,ginger,rice,lemon from the lemon,cloves garlic,red chilli flakes,jalapenos,onion,thyme leaves,corianderleaves be ground,dried oregano"
Pina Colada Cake Recipe,"baking powder,pineapple,milk,dry coconut,baking soda,vivatta maida,sugar,caster sugar,rum,coconut milk,butter,sunflower oil"
One Pot Punjabi Rajma Masala Recipe - One Pot Punjabi Rajma Masala Recipe,"tomato,turmeric powder,salt,ginger,coriander leaves,cumin powder bake,cinnamon,cloves garlic,kidney beans,spoon garam masala powder,onion,cardamom,oil,butter"
Curry Leaves Buttermilk Recipe - Curry Patta Chaas Recipe,"salt,curry leaves curry leaves,green chilli,water,curd,black pepper powder"
Sundakkai And Methi Leaves Sambar Recipe,"tomato,salt,arhar dal,sunflower oil,sundakkai,mustard seeds,asafoetida,methi leaves,corianderleaves,water,dry red chilli,curry leaves,cumin seeds,coriander powder,turmeric powder,sambar powder,tamarind lemon"
Nigella Seed Beetroot Rice Recipe,"basmati rice,salt,kalonji,green chilli,corianderleaves,water,black pepper powder,beetroot,turmeric powder,sunflower oil"
Stuffed Bun With Veggies Recipe,"ajwain,virgin olive oil,carrot,onion,turmeric powder,sunflower oil,salt,black sesame seeds,flour,garam masala powder,green beans,red chilli powder,water,sugar,lemon,sesame seeds,cheese,milk,potato,dry yeast,corianderleaves,cabbage"
Mambazha Mor Kuzhambu Recipe - Ripe Mango Mor Kuzhambu,"green chilli red chilli,salt,coconut,mango,mustard seeds,curd,curry leaves,cumin seeds,coconut oil,methi seeds,turmeric powder"
Bengali Style Shaak Bhaja Recipe (Stir Fried Green Amaranth leaves Recipe),"garlic cloves,salt,cumin powder,ginger,mustard oil,dry red chillies,poppy seeds,peanuts,green amaranth leaves"
Lu methi paratha recipe,"salt,wheat flour,corianderleaves,ghee,potato,methi leaves,red chilli powder,water,chaat masala powder,onion,coriander powder,green chillies,garam masala powder,sunflower oil"
Chicken Sandwich With Sweet Corn Recipe,"salt,sweet corn till tender,onion,tomato,black peppercorns ground,dog bread,iceberg lettuce,chicken breasts pressure till tender,tomato ketchup,classic mayonnaise"
Karnataka Style Heerekai Dosa Recipe-Ridge Gourd Dosa Recipe,"salt,coconut,jaggery,dry red chilli,corianderseeds,dosa rice,methi seeds,cumin seeds,tamarind,green moong dal,turmeric powder,chana dal,ridge gourdskin"
Konkani Style Southe Koddel Recipe-Mangalore Cucumber in Coconut curry,"salt,tamarind water,coconut,mangalorean cucumber skin can be kept also,mustard seeds,jaggery,cloves garlic,curry leaves,white urad dal,dry red chillies,methi seeds,cumin seeds,turmeric powder,chana dal,sunflower oil"
Mini Bajra Uttapam Recipe,"salt,cumin powder,green chilli,idli rice,mint leaves,ghee the uttapam,onion,methi seeds,green bell pepper,bajra,white urad dal"
Kalmi Kabab Recipe - Mughlai Style Chicken Tangdi Kebab,"cashew nuts,salt,cumin powder,ginger,hung curd,red chilli powder,cloves garlic,lemon,black pepper powder,turmeric powder,garam masala powder,chicken legs"
Healthy Veg Lollipop Recipe With Palak & Rajma,"salt,cumin powder,rolled oats,amchur,red chilli powder,rajmarajma,water,gram flour,turmeric powder,spinach leaves,garam masala powder,sunflower oil"
Durg Style Mushroom Curry Recipe - Coorg Style Mushroom Curry Recipe,"tomato,salt,coconut,black peppercorns,cloves garlic,curry leaves,dry red chillies,onion,corianderseeds,cumin seeds,button mushrooms,turmeric powder,green chillies,sunflower oil"
Tambdi Bhaji Recipe - Goan Style Red Amaranth Stir Fry,"salt,coconut,red amaranth leaves,cloves garlic,curry leaves,onion,cumin seeds,green chillies,sunflower oil"
Chemmeen Muringakka Curry Recipe -Prawn Drumstick Curry,"salt,green chilli,coconut,mustard seeds,red chilli powder,cloves garlic,drumstick,curry leaves,corianderseeds,onion,cumin seeds,dry red chillies,prawns shells deveined,coconut oil,turmeric powder"
Honey and Sesame Tossed Flat Noodles with Toasted Tofu Recipe,"salt,ginger,eggs noodles,rice noodles,spring onion greens,chinese spice powder,cloves garlic,soy sauce,black pepper powder,tofu,sesame seeds"
Quick Beetroot Pulao Recipe,"salt,green chilli,rice,virgin olive oil,corianderleaves,cumin seeds,lemon,black pepper powder,coriander powder,beetroot"
Spicy Vegetarian Thai Noodle Bowl Recipe,"yellow bell pepper,rice vermicelli noodles,english cucumber,cloves garlic,carrot,baby corn,thai red chilli,salt,red bell pepper,lemon,peanuts,tofu,alfalfa sprouts,vegetable stock,mint leaves,pepper,sesame seeds,ginger,corianderleaves,thai red curry paste,basil leaves,rice vinegar,dark soy sauce,chilli oil"
 Fresh Basil Pesto Recipe,"salt,olive oil,basil leaves take out the stem,walnuts bake,cloves garlic,parmesan cheese,grind black pepper grind"
Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),"salt,wheat flour wheat flour,cumin seeds,ghee"
Apple Cucumber Salad Recipe - Apple Cucumber Salad Recipe,"salt,crush pepper,mint,apple,lemon,cucumber"
Herbed Tofu & Spinach In Tomato Basil Sauce Recipe,"tomato,salt,red bell pepper,corn flour,spinach,mixed herbs,cloves garlic,virgin olive oil,water,onion,black pepper powder,cayenne pepper,tofu"
Matki Khichdi Recipe - Palak Pudina Moth Bean Khichdi Recipe,"salt,moth dal,spinach,rice,asafoetida,ghee,cloves garlic,onion,cumin seeds,black pepper powder,mint leaves,garam masala powder"
Mango & Lemon Bar Recipe,"salt,mango pulp,sugar,vanilla,lemon,eggs,lemon,flour,icing sugar,butter"
Chunni Ki Puri Recipe - Moong Dal & Besan Fried Puri Recipe,"salt,yellow moong dal,wheat flour,asafoetida,gram flour,sunflower oil"
Kathirikai Paruppu Kootu Recipe,"salt,ginger,arhar dal,tamarind water,mustard seeds,brinjal,coconut,jaggery,curry leaves,white urad dal,corianderseeds,dry red chillies,black pepper powder,boiled peanuts,turmeric powder,chana dal,sunflower oil"
Tamil Nadu Style Grinded Rasam Recipe,"tomato,salt,arhar dal,green chilli,tamarind water,mustard seeds,asafoetida,ghee,black peppercorns,dry red chilli,curry leaves,corianderleaves,cumin seeds,turmeric powder"
Goan Style Sangacho Ross Recipe-Drumstick Curry,"arhar dal,coconut,dry red chillies spice threshold,black peppercorns,drumstick,tamarind marble,corianderseeds,onion,turmeric powder"
Muesli Chia Seed and Dry Fruit Jar Recipe,"salt,bananas,prunes,anardana powder,curd,cranberries,muesli,chia seeds water,cinnamon powder"
Chow Chow Moss Lentil Fry Recipe - Toyota Squash and Moong Stir Fry,"salt,yellow moong dal,coconut,mustard seeds,asafoetida,curry leaves,dry red chillies,chow chowcored,lemon,green chillies,sunflower oil"
Aloo Matar Korma Recipe In White Gravy,"cashew nuts,salt,green chillies,ginger,cardamompodsseeds,bay leaf,ghee,green peas,curd,onion,baby potatoes,cloves,garam masala powder"
Roasted Vegetable Au Gratin Recipe,"britannia cheese block,milk,britannia cheese asli pepper,carrot,green beans,green zucchini,flour,butter,sunflower oil"
Thengai Poli Recipe - Coconut Poli Recipe,"salt,wheat flour,coconut,ghee,palm jaggery,water,cardamom powder"
Falsa/Phalsa Ka Sharbat Recipe - Indian Berry Juice,"falsa falsaphalsa,cumin powder,black salt,sugar,lemon,mint leaves"
Aavryachi Bhaji-Avarakkai Poriyal Recipe-Broad Beans Stir Fry,"salt,green chilli,coconut,asafoetida,jaggery,onion,avarekai,sunflower oil"
Beet Quinoa Sliders Recipe,"cumin powder,corianderleaves,mustard sauce,cloves garlic,virgin olive oil,onion,black pepper powder,sweet potato,dried oregano,salt,beetroot,burger buns wheat,avocados,dried basil leaves,red chilli powder,walnuts ground,parsley leaves dry,lemon,classic mayonnaise,tofu firm,jalapenos pickles,iceberg lettuce,red chilli sauce,wheat bread crumbs,quinoa"
Conchiglie Pasta With Broccoli Recipe,"salt,rosemary,tme leaves,broccoli bite florets,virgin olive oil,conchiglie pasta,white vinegar,black pepper powder,butter,dried oregano"
Chickpea & Date Tagine Recipe,"tomato,salt,cumin powder,ginger,couscous,paprika powder,mint leaves,cloves garlic,virgin olive oil,kabuli chana,onion,coriander powder,dates,cinnamon powder"
Chettinad Prawn Curry Recipe,"tomato,salt,cumin powder,sunflower oil,mustard seeds,corianderleaves,water,black peppercorns,ginger garlic paste,curry leaves,dry red chillies,onion,cinnamon stick,tamarind paste,turmeric powder,prawns,tomato paste"
Chicken In Lemon Butter Sauce Recipe,"salt,corn flour,oregano,cloves garlic,onion,lemon,pepper,parmesan cheese,butter,chicken breasts two"
Stuffed Ridge Gourd Recipe,"tomato,green chilli,mustard seeds,cloves garlic,ridge gourdskin cylindrical.,corianderleaves,onion,cumin seeds,peanuts"
Ajo Blanco Recipe (Chilled White Grape and Almond Gazpacho),"salt,wheat brown bread white bread,ice cubes blanching the almonds,cloves garlic,virgin olive oil,white wine vinegar sherry vinegar,green seedless grapes,badam,parsley leaves,black pepper powder,cucumber,water"
Almond Meal Muffins Recipe (Gluten Free and Grain Free),"baking powder,salt,coconut oil almond oil,raspberries locy available berry,milk almond milk vegans,flaxmeal eggs replacer instead eggs vegan baking,almond meal,chia seeds flax seeds,blueberries locy available berry,vanilla,eggs pale color,cinnamon powder"
No Onion No Garlic Aloo Makhana Sabzi Recipe,"salt,fennel seeds,red chilli powder,phool makhana,cumin seeds,baby potatoes,coriander powder,turmeric powder,green chillies,sunflower oil"
Healthy Maravalli Kizhangu Bonda Recipe - Spicy Tapioca Fritters,"coriander,salt,ginger,asafoetida,gram flour,onion,rice flour,green chillies,tapioca root,sunflower oil"
Coffee Banana Oats Smoothie Recipe,"bananas ripe,instant coffee powder,instant oatsinstant,milk,sugar"
" Broccoli, Paneer & Peanut Sandwich Recipe","cloves garlic,peanuts,pepper powder,broccoli,oil,cottage cheese,red chilli sauce,breads,salt butter"
Nimki Aloo Anardana Curry Recipe - Potato And Nimki Curry,"tomato,corianderleaves,anardana powder,ajwain,onion,cumin seeds,turmeric powder,sunflower oil,salt,lemon,pomegranate fruit kernels,flour,garam masala powder,red chilli powder,sugar,water dough mixing,sooji,kasuri methi,ghee,fennel seeds,ginger garlic paste,coriander powder,potato"
Parsi Lagan Nu Custard Recipe,"nutmeg powder,cardamompodsseeds,milk,sugar,vanilla,badam,condensed milk,eggs"
Broccoli Cheddar Frittata Recipe,"salt,milk,black peppercorns,onion,parsley leaves,cheddar cheese,broccoli florets,eggs"
Grilled Chicken Salad Recipe,"cucumber,salt,lettuce leaves,badamsalted,cloves garlic,virgin olive oil,parsley leaves,red chilli flakes,lemon,vinegar,virgin olive oil marinating chicken,black pepper powder,green bell pepper,gouda cheese piece,chicken breasts,cherry tomato,parsley leaves tho marinating the chicken"
Bhaji Vada Recipe (Lentil And Vegetable Fritters),"salt,ginger,chana dal,asafoetida,red chilli powder,sunflower oil the fritters,green amaranth,turmeric powder,green chillies"
Chicken Parmigiana Recipe,"tomato,salt,rosemary,eggs,tabasco original sauce,flour,mozzarella cheese,cloves garlic,red chilli powder,red chilli flakes,sugar,onion,pepper,parmesan cheese,chicken breasts,wheat bread crumbs,sunflower oil"
Aam Papad Recipe (Tasty Mango Bars),"sugar,mango pulp,ghee greasing,cardamom powder"
Vegetarian Mexican Fried Rice Recipe,"tomato,salt,tomato ketchup tomato,rice,cloves garlic,onion,vinegar,rajma,sweet corn,green bell pepper,butter,cayenne pepper red chilli powder"
Thekera Tenga Recipe,"salt,lemon thekera water,mustard oil,corianderleaves,rice flour potato,panch phoran masala,potato,turmeric powder,green chillies"
Konkani Style Kotte Saaru / Halasina Bijada Saaru Recipe-Jackfruit Seed Juice,"jackfruit seeds,cloves garlic,curry leaves,onion,cloves garlic pound,rasam powder,tamarind,turmeric powder,green chillies,sunflower oil"
Doodhi Sabudana Kheer Recipe,"khoya,sabudana,ghee,cardamompodsseeds,milk,pistachios ground,sugar,bottle gourd,almonds,rice hour"
"Kashmiri Pulao Recipe - Pulao Spiced With Saffron, Whole Spices & Nuts","basmati rice,kashmiri red chilli powder,pistachios,ajwain,onion,green chillies,salt,black cardamom,pineapple,cardamompodsseeds,raisins,walnuts,saffron strands strands milk,apples,water,cashew nuts,ginger,bay leaves,ghee,fennel seeds,milk,dry ginger powder,badam,cinnamon stick,cloves"
Butternut Squash And Carrot Soup Recipe,"salt,vegetable stock,virgin olive oil,butternut squash seeded,carrot,basil leaves,corianderleaves,black peppercorns,onion,lemon,butter,stalk celery"
Poricha Kuzhambu Recipe (Tamil Nadu Style Mixed Vegetables and Lentil Stew),"salt,green beans,arhar dal,rice,coconut,mustard seeds,cauliflower,green peas,carrot,dry red chilli,curry leaves,white urad dal,cumin seeds,turmeric powder"
Boiled Egg White Sandwich Recipe,"wheat brown bread,salt,onion,black pepper powder,eggs,butter,cheese slice"
Cabbage Pachadi Recipe,"salt,mustard seeds,asafoetida,gram dal,sesameoil,water,curry leaves,white urad dal,dry red chillies,tamarind paste,green chillies,cabbage,sunflower oil"
Garlic Chickpeas And Spinach Curry Recipe,"garlic cloves,tomato,cumin powder,salt,paprika powder,virgin olive oil,kabuli chana,onion,turmeric powder,spinach leaves,garam masala powder"
